unit,apartment,age,gender,nationality,remainingstay_days,lengthofstay_days,extraversion,agreeableness,conscientiousness,emotional_stability,openness,sleep_schedule,noise_sensitivity,cleanliness,cleanliness_2,cooking_at_home,guests_over,smoking,alcohol,vibe,chores,conflict,flatmatefactors_priority,compatibility_importance,compatibility_overallrating,compat_dailyroutines,compat_tidiness,compat_noise,compat_interaction,compat_conflict,compat_relaxedness,sleep_schedule_num,noise_sensitivity_num,cleanliness_num,cleanliness_2_num,cooking_at_home_num,guests_over_num,smoking_num,alcohol_num,vibe_num,chores_num,conflict_num,compatibility_importance_num,compatibility_overallrating_num,compat_dailyroutines_num,compat_tidiness_num,compat_noise_num,compat_interaction_num,compat_conflict_num,compat_relaxedness_num,occupation,apartmentsize
PXA.19.2,PXA.19,18.0,female,United Kingdom,279,100,3.5,3.5,1.5,2.5,3.5,00:00-02:00,Somewhat sensitive,Extremely important,Sometimes,Several times per week,Rarely,Smoker,Very often,Mostly private,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Not at all,Extremely compatible,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,3.0,4,5,2,4,2,1,5,2,3,3.0,1,5,2,3,3,5,2,1,Student,3
PXA.20.2,PXA.20,28.0,unknown,India,187,177,3.0,3.0,2.5,2.5,3.5,22:00-00:00,Somewhat insensitive,Very important,Often,Once per week,Rarely,Non-smoker,Sometimes,Balanced,Do them when asked,Avoid confrontation,Respect for boundaries,Very,Slightly compatible,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,2.0,2,4,3,3,2,0,3,3,2,1.0,4,2,2,2,3,5,2,1,Employed,2
PXA.20.1,PXA.20,19.0,male,Turkey,248,116,2.5,2.5,3.0,3.0,4.0,22:00-00:00,Somewhat sensitive,Very important,Rarely,Never,Several times per week,Non-smoker,Sometimes,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Slightly,Slightly compatible,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,2.0,4,4,1,1,5,0,3,3,3,3.0,2,2,3,5,5,3,5,4,Student,2
PXA.21.1,PXA.21,25.0,male,Nigeria,67,313,2.5,3.0,3.5,2.5,2.5,22:00-00:00,Somewhat insensitive,Extremely important,Most of the time,Every day,Rarely,Smoker,Rarely,Social & lively,Avoid them,"Be direct, even if uncomfortable",Reliability in shared spaces,Extremely,Moderately compatible,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,2.0,2,5,4,5,2,1,2,4,1,4.0,5,3,5,5,5,1,5,4,Employed,2
PXA.21.2,PXA.21,23.0,male,Turkey,279,85,2.5,2.0,2.5,3.0,4.0,22:00-00:00,Neutral,Very important,Often,Rarely,Never,Non-smoker,Never,Mostly private,Take responsibility for most,"Be direct, even if uncomfortable",Being social and engaging,Not at all,Slightly compatible,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Agree,2.0,3,4,3,2,1,0,1,2,5,4.0,1,2,5,1,3,4,2,4,Student,2
PXA.22.2,PXA.22,21.0,male,France,36,55,4.0,3.5,3.0,2.5,3.5,22:00-00:00,Neutral,Extremely important,Most of the time,Several times per week,Never,Non-smoker,Often,Mostly private,Do them when asked,"Be direct, even if uncomfortable",Respect for boundaries,Slightly,Extremely compatible,Strongly disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Disagree,2.0,3,5,4,4,1,0,4,2,2,4.0,2,5,1,2,3,5,4,2,Student,3
PXA.22.1,PXA.22,32.0,male,Turkey,340,36,2.0,3.5,3.5,3.0,2.5,Before 22:00,Somewhat insensitive,Very important,Often,Once per week,Rarely,Non-smoker,Rarely,Balanced,Often take initiative,"Be direct, even if uncomfortable",Similar daily routines,Not at all,Not at all compatible,Strongly disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,1.0,2,4,3,3,2,0,2,3,4,4.0,1,1,1,3,5,4,4,4,Employed,3
PXA.22.3,PXA.22,24.0,male,Spain,279,85,4.0,3.5,2.5,3.5,3.5,00:00-02:00,Neutral,Very important,Rarely,Never,Rarely,Non-smoker,Sometimes,Social & lively,Do them when asked,Compromise quickly,Reliability in shared spaces,Extremely,Very compatible,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,3.0,3,4,1,1,2,0,3,4,2,2.0,5,4,5,4,4,4,3,2,Student,3
PXA.23.2,PXA.23,24.0,male,Honduras,340,24,2.0,3.0,3.0,3.5,2.0,After 02:00,Somewhat insensitive,Very important,Sometimes,Rarely,Once per week,Non-smoker,Rarely,Very social,Do my fair share,Compromise quickly,Not important / flexible,Slightly,Not at all compatible,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,4.0,2,4,2,2,4,0,2,5,3,2.0,2,1,4,3,3,4,3,1,Employed,4
PXA.23.3,PXA.23,23.0,female,Spain,36,319,3.0,1.5,3.0,3.0,3.5,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Never,A few times per month,Non-smoker,Very often,Mostly private,Often take initiative,"Be direct, even if uncomfortable",Being social and engaging,Slightly,Very compatible,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,3.0,2,5,2,1,3,0,5,2,4,4.0,2,4,4,4,2,5,5,1,Employed,4
PXA.23.4,PXA.23,24.0,unknown,China,95,272,2.5,3.5,3.5,3.5,3.0,22:00-00:00,Somewhat insensitive,Very important,Often,Several times per week,A few times per month,Non-smoker,Rarely,Quiet & private,Do my fair share,Compromise quickly,Reliability in shared spaces,Extremely,Slightly compatible,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,2.0,2,4,3,4,3,0,2,1,3,2.0,5,2,1,1,5,4,3,3,Student,4
PXA.24.4,PXA.24,53.0,male,France,248,127,3.0,1.5,2.5,3.0,3.5,00:00-02:00,Neutral,Very important,Most of the time,Rarely,A few times per month,Non-smoker,Sometimes,Quiet & private,Do my fair share,Compromise quickly,Similar daily routines,Slightly,Moderately compatible,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,3.0,3,4,4,2,3,0,3,1,3,2.0,2,3,5,4,4,5,3,5,Employed,4
PXA.24.3,PXA.24,18.0,male,France,248,127,3.0,3.0,3.5,3.5,4.0,00:00-02:00,Neutral,Moderately important,Often,Several times per week,A few times per month,Non-smoker,Rarely,Social & lively,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Slightly,Very compatible,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,3.0,3,3,3,4,3,0,2,4,3,3.0,2,4,4,3,2,2,2,4,Student,4
PXA.24.1,PXA.24,18.0,male,Italy,340,24,2.5,3.5,3.0,2.5,3.0,22:00-00:00,Somewhat sensitive,Very important,Often,Several times per week,Rarely,Smoker,Very often,Mostly private,Do them when asked,Avoid confrontation,Similar daily routines,Slightly,Moderately compatible,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,2.0,4,4,3,4,2,1,5,2,2,1.0,2,3,2,3,4,3,5,5,Student,4
PXA.24.2,PXA.24,18.0,male,France,248,127,3.0,3.5,3.0,3.0,3.0,22:00-00:00,Very sensitive,Very important,Most of the time,Once per week,Rarely,Non-smoker,Rarely,Mostly private,Take responsibility for most,Try to solve problems through discussion,Reliability in shared spaces,Moderately,Not at all compatible,Neither agree nor disagree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,2.0,5,4,4,3,2,0,2,2,5,3.0,3,1,3,4,4,1,3,2,Student,4
PXA.25.1,PXA.25,31.0,unknown,China,5,208,4.0,2.5,3.0,3.0,2.5,Before 22:00,Neutral,Very important,Rarely,Rarely,Rarely,Non-smoker,Often,Quiet & private,Take responsibility for most,Compromise quickly,Respect for boundaries,Slightly,Very compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,1.0,3,4,1,2,2,0,4,1,5,2.0,2,4,3,3,3,3,2,3,Job-seeking,2
PXA.25.2,PXA.25,29.0,unknown,Belgium,217,147,3.5,3.5,2.0,4.0,3.0,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Never,Several times per week,Non-smoker,Never,Balanced,Do my fair share,"Be direct, even if uncomfortable",Not important / flexible,Moderately,Very compatible,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,3.0,2,5,2,1,5,0,1,3,3,4.0,3,4,4,3,4,3,4,4,Employed,2
PXA.26.1,PXA.26,32.0,male,India,309,55,3.0,4.0,2.5,3.0,4.0,Before 22:00,Somewhat insensitive,Moderately important,Often,Rarely,Rarely,Non-smoker,Rarely,Quiet & private,Do my fair share,Try to solve problems through discussion,Shared interests / personality fit,Moderately,Very compatible,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,1.0,2,3,3,2,2,0,2,1,3,3.0,3,4,3,4,5,4,5,3,Job-seeking,2
PXA.26.2,PXA.26,21.0,female,Morocco,36,85,2.5,3.5,3.0,3.0,3.5,Before 22:00,Neutral,Very important,Most of the time,Rarely,A few times per month,Non-smoker,Sometimes,Quiet & private,Do my fair share,Try to solve problems through discussion,Being social and engaging,Moderately,Moderately compatible,Agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Strongly agree,1.0,3,4,4,2,3,0,3,1,3,3.0,3,3,4,3,4,2,5,5,Student,2
PXA.27.1,PXA.27,38.0,male,France,36,116,4.0,4.0,3.0,2.0,2.5,Before 22:00,Very sensitive,Extremely important,Most of the time,Every day,Rarely,Non-smoker,Sometimes,Mostly private,Often take initiative,Avoid confrontation,Reliability in shared spaces,Slightly,Extremely compatible,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,1.0,5,5,4,5,2,0,3,2,4,1.0,2,5,1,1,5,4,5,3,Employed,4
PXA.27.2,PXA.27,30.0,unknown,Spain,248,116,3.0,2.0,3.0,2.5,3.0,Before 22:00,Neutral,Moderately important,Sometimes,Every day,Once per week,Non-smoker,Often,Balanced,Do them when asked,Compromise quickly,Being social and engaging,Very,Moderately compatible,Agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,1.0,3,3,2,5,4,0,4,3,2,2.0,4,3,4,2,5,3,5,1,Employed,4
PXA.27.4,PXA.27,20.0,unknown,France,279,90,2.5,2.5,3.5,2.5,2.5,After 02:00,Neutral,Extremely important,Most of the time,Several times per week,Once per week,Non-smoker,Sometimes,Balanced,Often take initiative,"Be direct, even if uncomfortable",Not important / flexible,Extremely,Slightly compatible,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,4.0,3,5,4,4,4,0,3,3,4,4.0,5,2,4,5,3,3,2,5,Student,4
PXA.27.3,PXA.27,30.0,male,Unknown,36,358,3.0,3.5,3.5,3.5,2.5,22:00-00:00,Somewhat insensitive,Moderately important,Most of the time,Once per week,Rarely,Non-smoker,Often,Balanced,Do my fair share,Try to solve problems through discussion,Being social and engaging,Moderately,Moderately compatible,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,2.0,2,3,4,3,2,0,4,3,3,3.0,3,3,5,4,4,1,4,5,Employed,4
PXA.28.2,PXA.28,31.0,female,Pakistan,248,140,2.5,3.0,2.5,3.5,2.5,00:00-02:00,Somewhat sensitive,Moderately important,Always,Several times per week,Once per week,Non-smoker,Sometimes,Balanced,Take responsibility for most,"Be direct, even if uncomfortable",Respect for boundaries,Moderately,Slightly compatible,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,3.0,4,3,5,4,4,0,3,3,5,4.0,3,2,2,4,3,2,4,2,Job-seeking,3
PXA.28.3,PXA.28,39.0,male,India,5,146,2.0,3.5,3.0,2.5,3.0,22:00-00:00,Somewhat insensitive,Moderately important,Rarely,Several times per week,Rarely,Non-smoker,Rarely,Mostly private,Do my fair share,Try to solve problems through discussion,Being social and engaging,Not at all,Moderately compatible,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,2.0,2,3,1,4,2,0,2,2,3,3.0,1,3,3,2,5,2,4,5,Self-employed,3
PXA.28.1,PXA.28,27.0,unknown,China,340,24,3.0,4.0,2.5,3.5,2.5,00:00-02:00,Neutral,Moderately important,Sometimes,Rarely,Rarely,Non-smoker,Sometimes,Balanced,Do my fair share,Compromise quickly,Respect for boundaries,Slightly,Moderately compatible,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,3.0,3,3,2,2,2,0,3,3,3,2.0,2,3,1,2,3,2,3,3,Student,3
PXA.29.2,PXA.29,24.0,male,Unknown,309,55,3.5,4.0,4.0,2.0,3.5,00:00-02:00,Neutral,Very important,Most of the time,Never,Several times per week,Non-smoker,Very often,Balanced,Do them when asked,Compromise quickly,Shared interests / personality fit,Extremely,Moderately compatible,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,3.0,3,4,4,1,5,0,5,3,2,2.0,5,3,5,1,5,5,5,3,Unknown,4
PXA.29.4,PXA.29,21.0,female,Latvia,126,268,3.5,3.0,3.0,2.5,4.5,After 02:00,Somewhat insensitive,Very important,Often,Never,A few times per month,Non-smoker,Often,Social & lively,Do my fair share,Avoid confrontation,Reliability in shared spaces,Extremely,Moderately compatible,Neither agree nor disagree,Agree,Agree,Disagree,Strongly agree,Agree,4.0,2,4,3,1,3,0,4,4,3,1.0,5,3,3,4,4,2,5,4,Employed,4
PXA.29.3,PXA.29,19.0,female,Latvia,248,116,3.5,3.0,4.0,2.5,3.0,22:00-00:00,Neutral,Moderately important,Sometimes,Several times per week,A few times per month,Non-smoker,Rarely,Mostly private,Do them when asked,Compromise quickly,Not important / flexible,Very,Very compatible,Strongly agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,2.0,3,3,2,4,3,0,2,2,2,2.0,4,4,5,4,3,2,3,2,Student,4
PXA.30.1,PXA.30,21.0,female,France,217,147,2.5,3.0,3.0,2.5,3.0,00:00-02:00,Somewhat insensitive,Very important,Often,Once per week,Rarely,Non-smoker,Often,Balanced,Often take initiative,Try to solve problems through discussion,Being social and engaging,Extremely,Moderately compatible,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,3.0,2,4,3,3,2,0,4,3,4,3.0,5,3,3,4,4,3,2,3,Student,4
PXA.30.3,PXA.30,26.0,unknown,Turkey,36,177,3.0,3.0,3.5,3.5,2.5,After 02:00,Neutral,Slightly important,Sometimes,Rarely,Once per week,Non-smoker,Sometimes,Mostly private,Do my fair share,Try to solve problems through discussion,Being social and engaging,Slightly,Slightly compatible,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly disagree,4.0,3,2,2,2,4,0,3,2,3,3.0,2,2,4,1,4,2,5,1,Student,4
PXA.30.2,PXA.30,27.0,female,Colombia,5,177,2.5,2.5,4.0,3.0,4.0,22:00-00:00,Neutral,Moderately important,Most of the time,Once per week,Once per week,Smoker,Very often,Social & lively,Take responsibility for most,Compromise quickly,Shared interests / personality fit,Very,Extremely compatible,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,2.0,3,3,4,3,4,1,5,4,5,2.0,4,5,3,2,3,2,3,2,Student,4
PXA.30.4,PXA.30,23.0,unknown,India,248,116,3.5,2.5,2.5,2.5,3.0,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Once per week,A few times per month,Smoker,Never,Very social,Do my fair share,"Be direct, even if uncomfortable",Similar daily routines,Extremely,Very compatible,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,3.0,2,5,2,3,3,1,1,5,3,4.0,5,4,4,2,5,5,2,2,Student,4
PXA.31.2,PXA.31,24.0,male,Unknown,95,283,3.5,2.5,2.0,3.0,2.5,00:00-02:00,Somewhat insensitive,Very important,Sometimes,Once per week,A few times per month,Non-smoker,Sometimes,Very social,Do them when asked,Compromise quickly,Similar daily routines,Extremely,Slightly compatible,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,3.0,2,4,2,3,3,0,3,5,2,2.0,5,2,4,4,3,5,3,5,Unknown,3
PXA.31.3,PXA.31,41.0,female,Mexico,217,147,2.5,3.0,4.0,3.0,3.5,22:00-00:00,Neutral,Extremely important,Most of the time,Never,Several times per week,Smoker,Often,Mostly private,Often take initiative,Compromise quickly,Being social and engaging,Very,Very compatible,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,2.0,3,5,4,1,5,1,4,2,4,2.0,4,4,4,3,4,5,5,5,Job-seeking,3
PXA.31.1,PXA.31,22.0,unknown,Germany,5,359,3.5,3.5,2.5,2.5,3.0,22:00-00:00,Somewhat sensitive,Very important,Most of the time,Once per week,Never,Non-smoker,Sometimes,Social & lively,Avoid them,"Be direct, even if uncomfortable",Not important / flexible,Moderately,Very compatible,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,2.0,4,4,4,3,1,0,3,4,1,4.0,3,4,1,2,5,3,2,5,Employed,3
PXA.32.1,PXA.32,26.0,unknown,India,95,269,2.5,3.0,2.5,3.5,2.0,00:00-02:00,Neutral,Very important,Rarely,Never,Rarely,Non-smoker,Sometimes,Very social,Do my fair share,"Be direct, even if uncomfortable",Not important / flexible,Very,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,3.0,3,4,1,1,2,0,3,5,3,4.0,4,3,3,3,3,4,4,4,Employed,3
PXA.32.3,PXA.32,22.0,female,Germany,279,85,3.0,3.0,2.5,4.0,1.5,00:00-02:00,Somewhat insensitive,Moderately important,Most of the time,Several times per week,Rarely,Non-smoker,Rarely,Social & lively,Take responsibility for most,Try to solve problems through discussion,Respect for boundaries,Slightly,Not at all compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,3.0,2,3,4,4,2,0,2,4,5,3.0,2,1,3,3,3,3,4,2,Student,3
PXA.32.2,PXA.32,27.0,unknown,India,248,143,3.5,2.5,3.0,3.5,3.5,22:00-00:00,Neutral,Very important,Often,Several times per week,Several times per week,Non-smoker,Often,Balanced,Often take initiative,Try to solve problems through discussion,Being social and engaging,Slightly,Slightly compatible,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,2.0,3,4,3,4,5,0,4,3,4,3.0,2,2,3,4,4,3,3,1,Apprentice / Trainee,3
PXA.33.1,PXA.33,24.0,female,France,5,297,3.5,2.5,3.0,2.5,4.5,After 02:00,Somewhat insensitive,Extremely important,Most of the time,Rarely,A few times per month,Non-smoker,Rarely,Balanced,Do them when asked,Try to solve problems through discussion,Reliability in shared spaces,Very,Very compatible,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,4.0,2,5,4,2,3,0,2,3,2,3.0,4,4,3,4,4,1,5,4,Student,3
PXA.33.2,PXA.33,18.0,male,Colombia,309,55,2.0,3.0,2.5,3.5,3.5,22:00-00:00,Very insensitive,Extremely important,Most of the time,Several times per week,Rarely,Non-smoker,Sometimes,Very social,Do them when asked,Compromise quickly,Reliability in shared spaces,Extremely,Slightly compatible,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,2.0,1,5,4,4,2,0,3,5,2,2.0,5,2,4,5,5,5,1,2,Student,3
PXA.33.3,PXA.33,35.0,unknown,Jamaica,36,74,2.5,3.0,2.5,3.5,2.5,22:00-00:00,Very sensitive,Extremely important,Often,Several times per week,A few times per month,Non-smoker,Often,Mostly private,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Moderately,Very compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,2.0,5,5,3,4,3,0,4,2,3,3.0,3,4,3,4,3,4,2,1,Student,3
PXA.34.3,PXA.34,22.0,unknown,South Korea,279,85,2.5,3.0,2.0,2.0,3.0,Before 22:00,Somewhat insensitive,Very important,Often,Rarely,A few times per month,Smoker,Often,Social & lively,Do them when asked,Compromise quickly,Being social and engaging,Slightly,Moderately compatible,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,1.0,2,4,3,2,3,1,4,4,2,2.0,2,3,2,4,2,5,5,4,Student,3
PXA.34.1,PXA.34,25.0,female,Turkey,279,85,3.0,3.0,2.5,3.0,3.5,Before 22:00,Very insensitive,Very important,Sometimes,Once per week,A few times per month,Non-smoker,Sometimes,Quiet & private,Often take initiative,Try to solve problems through discussion,Respect for boundaries,Moderately,Slightly compatible,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,1.0,1,4,2,3,3,0,3,1,4,3.0,3,2,4,4,3,2,4,4,Student,3
PXA.34.2,PXA.34,28.0,male,Tunisia,279,92,2.0,3.0,3.0,3.0,3.0,After 02:00,Somewhat insensitive,Very important,Sometimes,Once per week,Once per week,Non-smoker,Often,Balanced,Take responsibility for most,"Be direct, even if uncomfortable",Similar daily routines,Moderately,Extremely compatible,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,4.0,2,4,2,3,4,0,4,3,5,4.0,3,5,4,4,5,4,1,2,Student,3
PXA.35.1,PXA.35,19.0,male,Guatemala,5,168,3.0,3.5,2.5,2.5,3.5,00:00-02:00,Neutral,Extremely important,Sometimes,Once per week,Rarely,Non-smoker,Sometimes,Social & lively,Avoid them,Compromise quickly,Similar daily routines,Moderately,Slightly compatible,Disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,3.0,3,5,2,3,2,0,3,4,1,2.0,3,2,2,4,3,4,5,4,Student,4
PXA.35.4,PXA.35,20.0,female,France,279,86,2.5,3.0,3.0,3.0,3.5,22:00-00:00,Very insensitive,Extremely important,Rarely,Once per week,A few times per month,Non-smoker,Very often,Very social,Avoid them,Compromise quickly,Reliability in shared spaces,Very,Very compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,2.0,1,5,1,3,3,0,5,5,1,2.0,4,4,3,3,3,3,4,4,Student,4
PXA.35.2,PXA.35,24.0,male,Unknown,5,147,2.0,3.0,3.0,3.0,4.0,22:00-00:00,Somewhat insensitive,Extremely important,Often,Rarely,Several times per week,Non-smoker,Sometimes,Balanced,Do them when asked,Try to solve problems through discussion,Respect for boundaries,Very,Not at all compatible,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,2.0,2,5,3,2,5,0,3,3,2,3.0,4,1,2,5,5,1,4,3,Unknown,4
